id,type,lat,lon,emergency,fire_hydrant:type,fire_hydrant:diameter,operator,colour,color,ref,description,addr:street,addr:housenumber,addr:city,addr:postcode,addr:state,source,survey:date,fire_hydrant:position,fire_hydrant:pressure,access,note,water_source,timestamp,version,changeset,user,uid,all_tags
1648106729,node,41.884183,-87.6129214,fire_hydrant,pillar,,,,,,,,,,,,,,green,,,,,2022-09-30T22:50:03Z,2,126842957,eberhab,70022,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""green"",""fire_hydrant:type"":""pillar""}"
1648217583,node,41.8921373,-87.6007087,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2012-02-26T09:04:45Z,1,10795560,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
1648217589,node,41.8921583,-87.5998664,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2012-02-26T09:04:46Z,1,10795560,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
1648217605,node,41.8935064,-87.6116271,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2012-02-26T09:04:47Z,1,10795560,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
1648217760,node,41.8968574,-87.6205889,fire_hydrant,pillar,,,,,,,,,,,,,,sidewalk,,,,,2022-04-19T03:02:57Z,2,119883893,Dan Riggins,10494859,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""sidewalk"",""fire_hydrant:type"":""pillar""}"
1648217775,node,41.8977424,-87.6179087,fire_hydrant,pillar,,,,,,,,,,,,,,green,,,,,2022-08-30T16:43:33Z,2,125578691,mapper175,1796825,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""green"",""fire_hydrant:type"":""pillar""}"
1648217795,node,41.8985689,-87.6184203,fire_hydrant,pillar,,,,,,,,,,,,,,sidewalk,,,,,2022-08-30T16:43:10Z,3,125578691,mapper175,1796825,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""sidewalk"",""fire_hydrant:type"":""pillar""}"
1657357278,node,41.8830483,-87.6465594,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2012-03-03T11:45:40Z,1,10856351,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
1657357279,node,41.8830686,-87.6449613,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2012-03-03T11:45:40Z,1,10856351,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
1657357282,node,41.8832417,-87.6484939,fire_hydrant,pillar,,,,,,,,,,,,,,sidewalk,,,,,2025-03-17T22:55:25Z,3,163753214,wyattsmith,3470220,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""sidewalk"",""fire_hydrant:type"":""pillar""}"
1657357285,node,41.8832492,-87.6472112,fire_hydrant,pillar,,,,,,,,,,,,,,sidewalk,,,,,2025-03-17T22:53:50Z,2,163753214,wyattsmith,3470220,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""sidewalk"",""fire_hydrant:type"":""pillar""}"
